,title,genre,studio,number_of_episodes,release_date,content_type,viewer_reviews,source
1531,Mobile Suit Gundam,"Drama, Mecha, Sci-Fi",Sunrise,43,1979-04,Tv,76.0,AniList
1532,7SEEDS,"Action, Adventure, Drama, Horror, Mystery, Psychological, Romance, Sci-Fi",GONZO,12,2019-06,Ona,63.0,AniList
1533,Wasteful Days of High School Girls,"Comedy, Slice of Life",Passione,12,2019-07,Tv,74.0,AniList
1534,The Perfect Insider,"Drama, Mystery, Psychological, Sci-Fi, Thriller",A-1 Pictures,11,2015-10,Tv,68.0,AniList
1535,SHADOWS HOUSE 2nd Season,"Fantasy, Horror, Mystery, Slice of Life, Supernatural",Aniplex,12,2022-07,Tv,79.0,AniList
1536,BEATLESS,"Action, Drama, Romance, Sci-Fi",diomedéa,24,2018-01,Tv,57.0,AniList
1537,ISHURA,"Action, Drama, Fantasy",KADOKAWA,12,2024-01,Tv,65.0,AniList
1538,Ultramarine Magmell,"Action, Adventure, Fantasy",Studio Signpost,13,2019-04,Tv,58.0,AniList
1539,BLUE LOCK THE MOVIE -EPISODE NAGI-,"Action, Drama, Sports",8-bit,1,2024-04,Movie,74.0,AniList
1540,Soul Eater Not!,"Action, Comedy, Ecchi, Supernatural",bones,12,2014-04,Tv,55.0,AniList
1541,My Tiny Senpai,"Comedy, Romance, Slice of Life",project No.9,12,2023-07,Tv,67.0,AniList
1542,Ghost in the Shell: Stand Alone Complex 2nd GIG,"Action, Mystery, Psychological, Sci-Fi",Production I.G,26,2004-01,Tv,84.0,AniList
1543,Spice and Wolf II: Wolf and the Amber Melancholy,"Adventure, Fantasy, Romance",Funimation,1,2009-04,Ova,76.0,AniList
1544,World Trigger 2nd Season,"Action, Sci-Fi",Toei Animation,12,2021-01,Tv,80.0,AniList
1545,Hakata Tonkotsu Ramens,"Action, Mystery",Satelight,12,2018-01,Tv,71.0,AniList
1546,Princess Connect! Re:Dive Season 2,"Action, Adventure, Comedy, Fantasy",CygamesPictures,12,2022-01,Tv,77.0,AniList
1547,Arte,"Drama, Romance, Slice of Life",Seven Arcs,12,2020-04,Tv,69.0,AniList
1548,JoJo's Bizarre Adventure,"Action, Adventure, Drama, Horror, Supernatural",APPP,6,1993-11,Ova,72.0,AniList
1549,Back Street Girls -GOKUDOLS-,"Comedy, Ecchi, Music",J.C.STAFF,10,2018-07,Tv,66.0,AniList
1550,DAKAICHI -I'm being harassed by the sexiest man of the year-,"Comedy, Drama, Romance",CloverWorks,13,2018-10,Tv,70.0,AniList
1551,Noragami ARAGOTO OVA,"Action, Adventure, Comedy, Slice of Life, Supernatural",bones,2,2015-11,Ova,75.0,AniList
1552,ORESUKI: Are you the only one who loves me?: Our Playball / Our End Run / Our Game,"Comedy, Drama, Romance, Slice of Life",CONNECT,1,2020-09,Ova,73.0,AniList
1553,Prison School: Mad Wax,"Comedy, Ecchi, Romance",J.C.STAFF,1,2016-03,Ova,71.0,AniList
1554,Omamori Himari,"Action, Comedy, Ecchi, Fantasy, Romance",ZEXCS,12,2010-01,Tv,63.0,AniList
1555,Umineko: When They Cry,"Drama, Horror, Mystery, Psychological, Supernatural",NBCUniversal Entertainment Japan,26,2009-07,Tv,63.0,AniList
1556,Seraph of the End: Vampire Reign - Owaranai Seraph,"Action, Comedy, Sci-Fi, Supernatural",WIT STUDIO,9,2015-06,Special,72.0,AniList
1557,One-Punch Man Season 2 OVA,"Action, Comedy, Sci-Fi, Supernatural",J.C.STAFF,6,2019-10,Ova,72.0,AniList
1558,Backflip!!,"Comedy, Drama, Sports",ZEXCS,12,2021-04,Tv,74.0,AniList
1559,Mr. Osomatsu,"Comedy, Slice of Life",Studio Pierrot,25,2015-10,Tv,75.0,AniList
1560,Princess Lover!,"Comedy, Ecchi, Romance",GoHands,12,2009-07,Tv,62.0,AniList
1561,GJ Club,"Comedy, Slice of Life",VAP,12,2013-01,Tv,70.0,AniList
1562,GANBARE DOUKICHAN,"Comedy, Ecchi, Romance, Slice of Life",Atelier Pontdarc,12,2021-09,Ona,64.0,AniList
1563,Den-noh Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",MADHOUSE,26,2007-05,Tv,78.0,AniList
1564,Pokémon 3: The Movie,"Action, Adventure, Drama, Fantasy",OLM,1,2000-07,Movie,68.0,AniList
1565,Nisekoi OVA,"Comedy, Romance",Shaft,3,2014-10,Ova,71.0,AniList
1566,Whisper Me a Love Song,"Drama, Music, Romance",CLOUDHEARTS,12,2024-04,Tv,64.0,AniList
1567,Tales of Wedding Rings,"Adventure, Comedy, Ecchi, Fantasy, Romance",Staple Entertainment,12,2024-01,Tv,59.0,AniList
1568,Robotics;Notes,"Drama, Mecha, Sci-Fi",Production I.G,22,2012-10,Tv,70.0,AniList
1569,Made in Abyss: Wandering Twilight,"Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi",Kinema Citrus,1,2019-01,Movie,83.0,AniList
1570,Nyaruko-san: Another Crawling Chaos W,"Comedy, Romance, Sci-Fi",Xebec,12,2013-04,Tv,69.0,AniList
1571,"Now and Then, Here and There","Adventure, Drama, Fantasy, Sci-Fi",AIC,13,1999-10,Tv,73.0,AniList
1572,My Hero Academia the Movie: Two Heroes Specials,"Action, Drama",bones,2,2019-02,Ova,71.0,AniList
1573,Bleach the Movie: Hell Verse,"Action, Supernatural",Studio Pierrot,1,2010-12,Movie,73.0,AniList
1574,Sabagebu! - Survival Game Club!,"Action, Comedy, Sports",Studio Signpost,12,2014-07,Tv,71.0,AniList
1575,Sekirei: Pure Engagement,"Action, Comedy, Ecchi",Aniplex,13,2010-06,Tv,68.0,AniList
1576,Death Note: Relight,"Mystery, Psychological, Supernatural, Thriller",MADHOUSE,2,2007-08,Special,74.0,AniList
1577,RWBY: Ice Queendom,"Action, Fantasy, Sci-Fi",Shaft,12,2022-07,Tv,61.0,AniList
1578,Seven Mortal Sins,"Action, Ecchi, Fantasy",Artland,12,2017-04,Tv,52.0,AniList
1579,OneRoom,"Romance, Slice of Life",TYPHOON GRAPHICS,12,2017-01,Tv Short,52.0,AniList
1580,The Faraway Paladin: The Lord of Rust Mountains,"Action, Adventure, Fantasy, Mystery, Psychological",OLM,12,2023-10,Tv,73.0,AniList
1581,Hayate the Combat Butler,"Action, Comedy, Romance",TV Tokyo,52,2007-04,Tv,72.0,AniList
1582,ItaKiss,"Comedy, Romance",Bandai Visual,25,2008-04,Tv,69.0,AniList
1583,The Weakest Tamer Began a Journey to Pick Up Trash,"Adventure, Fantasy",Studio Massket,12,2024-01,Tv,74.0,AniList
1584,Bludgeoning Angel Dokuro-chan,"Comedy, Ecchi, Supernatural",NBCUniversal Entertainment Japan,4,2005-03,Ova,60.0,AniList
1585,True Tears,"Drama, Romance",Bandai Visual,13,2008-01,Tv,68.0,AniList
1586,The Great Cleric,"Adventure, Comedy, Fantasy",Yokohama Animation Lab,12,2023-07,Ona,70.0,AniList
1587,Mobile Suit Gundam 00,"Action, Drama, Mecha, Sci-Fi",Sunrise,25,2007-10,Tv,78.0,AniList
1588,Possibly the Greatest Alchemist of All Time,"Adventure, Fantasy",AlphaPolis,12,2025-01,Tv,66.0,AniList
1589,Love Live! The School Idol Movie,"Music, Slice of Life",Sunrise,1,2015-06,Movie,77.0,AniList
1590,Cat Planet Cuties,"Comedy, Ecchi, Romance, Sci-Fi",AIC,12,2010-07,Tv,61.0,AniList
1591,Helck,"Action, Adventure, Comedy, Drama, Fantasy",Satelight,24,2023-07,Tv,71.0,AniList
1592,Dead Mount Death Play Part 2,"Action, Fantasy, Supernatural, Thriller",King Records,12,2023-10,Tv,74.0,AniList
1593,Gurren Lagann The Movie: Childhood's End,"Action, Comedy, Drama, Mecha, Romance, Sci-Fi",Gainax,1,2008-09,Movie,79.0,AniList
1594,"Love, Chunibyo & Other Delusions - Heart Throb -: The Rikka Wars/ Apocalypse of the Wicked Lord Shingan Reborn","Comedy, Romance, Slice of Life",Kyoto Animation,1,2014-09,Ova,73.0,AniList
1595,I Have a Crush at Work,"Comedy, Romance, Slice of Life",BLADE,12,2025-01,Tv,75.0,AniList
1596,I’ll Become a Villainess Who Goes Down in History,"Comedy, Fantasy, Romance",KADOKAWA,13,2024-10,Tv,72.0,AniList
1597,Gonna be the Twin-Tail!!,"Action, Comedy, Ecchi, Fantasy, Romance",Production IMS,12,2014-10,Tv,61.0,AniList
1598,Sing a Bit of Harmony,"Music, Sci-Fi",J.C.STAFF,1,2021-10,Movie,76.0,AniList
1599,"Listen to Me, Girls. I Am Your Father!","Comedy, Drama, Romance, Slice of Life",feel.,12,2012-01,Tv,69.0,AniList
1600,Full Metal Panic! The Second Raid,"Action, Mecha, Sci-Fi",Kyoto Animation,13,2005-07,Tv,77.0,AniList
1601,Mobile Suit Gundam: The Witch from Mercury Season 2,"Action, Mecha, Sci-Fi",Sunrise,12,2023-04,Tv,78.0,AniList
1602,Invaders of the Rokujoma!?,"Comedy, Romance, Supernatural",SILVER LINK.,12,2014-07,Tv,68.0,AniList
1603,Medaka Kuroiwa is Impervious to My Charms,"Comedy, Ecchi, Romance",SynergySP,12,2025-01,Tv,64.0,AniList
1604,"Even Given the Worthless “Appraiser” Class, I’m Actually the Strongest","Action, Adventure, Comedy, Drama, Fantasy, Romance",Okuruto Noboru,12,2025-01,Tv,63.0,AniList
1605,"High School DxD NEW OVA Oppai, Tsutsumimasu!","Comedy, Ecchi, Fantasy",Genco,1,2015-03,Ova,68.0,AniList
1606,Jormungand: Perfect Order,"Action, Adventure",Funimation,12,2012-10,Tv,76.0,AniList
1607,"Please Put Them On, Takamine-san","Comedy, Ecchi, Romance, Slice of Life",KADOKAWA,12,2025-04,Tv,57.0,AniList
1608,Lookism,"Action, Comedy, Drama, Supernatural",Netflix,8,2022-12,Ona,73.0,AniList
1609,Black Cat,"Action, Adventure, Comedy, Sci-Fi",GONZO,23,2005-10,Tv,69.0,AniList
1610,Smile Down the Runway,"Drama, Slice of Life",Ezo’la,12,2020-01,Tv,73.0,AniList
1611,Beyond the Boundary -I'LL BE HERE-: Past,"Drama, Fantasy, Slice of Life, Supernatural",Kyoto Animation,1,2015-03,Movie,74.0,AniList
1612,To LOVE-Ru OVA,"Comedy, Ecchi, Sci-Fi",Xebec,6,2009-04,Ova,68.0,AniList
1613,Student Council's Discretion,Comedy,Studio DEEN,12,2009-10,Tv,70.0,AniList
1614,Non Non Biyori Nonstop,"Comedy, Slice of Life",SILVER LINK.,12,2021-01,Tv,83.0,AniList
1615,Casshern Sins,"Action, Adventure, Drama, Psychological, Sci-Fi",MADHOUSE,24,2008-10,Tv,74.0,AniList
1616,Pokémon the Series: Diamond and Pearl,"Action, Adventure, Comedy, Fantasy",TV Tokyo,191,2006-09,Tv,71.0,AniList
1617,Karneval (TV),"Action, Fantasy, Mystery, Sci-Fi",Bandai Visual,13,2013-04,Tv,66.0,AniList
1618,Gugure! Kokkuri-san,"Comedy, Supernatural",TMS Entertainment,12,2014-10,Tv,72.0,AniList
1619,Star Wars: Visions,"Action, Adventure, Sci-Fi",Kinema Citrus,9,2021-09,Ona,71.0,AniList
1620,Boogiepop Phantom,"Drama, Horror, Mystery, Psychological, Supernatural",MADHOUSE,12,2000-01,Tv,70.0,AniList
1621,Arknights: PRELUDE TO DAWN,"Action, Fantasy",Yostar Pictures,8,2022-10,Tv,70.0,AniList
1622,Can a Boy-Girl Friendship Survive?,"Comedy, Romance",J.C.STAFF,12,2025-04,Tv,66.0,AniList
1623,the Garden of sinners Chapter 8: The Final Chapter,"Mystery, Psychological, Supernatural",ufotable,1,2011-02,Ova,71.0,AniList
1624,Tari Tari,"Music, Slice of Life",Bandai Visual,13,2012-07,Tv,71.0,AniList
1625,"Yahari Ore no Seishun Love Come wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.","Comedy, Drama, Romance, Slice of Life",feel.,1,2023-04,Ova,77.0,AniList
1626,K-ON! Season 2: Plan!,"Comedy, Music, Slice of Life",Kyoto Animation,1,2011-03,Ova,77.0,AniList
1627,Dance in the Vampire Bund,"Action, Ecchi, Romance, Supernatural",Shaft,12,2010-01,Tv,65.0,AniList
1628,Gunslinger Girl,"Action, Drama, Psychological, Sci-Fi",MADHOUSE,13,2003-10,Tv,71.0,AniList
1629,Date A Live V,"Action, Comedy, Ecchi, Fantasy, Mecha, Romance, Sci-Fi",KADOKAWA,12,2024-04,Tv,76.0,AniList
1630,Orange: Future,"Drama, Psychological, Romance, Sci-Fi, Supernatural",Telecom Animation Film,1,2016-11,Movie,73.0,AniList
1631,Hori-san to Miyamura-kun,"Comedy, Romance, Slice of Life",Hoods Entertainment,6,2012-09,Ova,72.0,AniList
1632,Naruto the Movie: Guardians of the Crescent Moon Kingdom,"Action, Adventure",Studio Pierrot,1,2006-08,Movie,65.0,AniList
1633,ISLAND,"Drama, Mystery, Romance, Sci-Fi",feel.,12,2018-07,Tv,58.0,AniList
1634,"Recently, My Sister Is Unusual","Comedy, Ecchi, Romance, Supernatural",project No.9,12,2014-01,Tv,57.0,AniList
1635,How to Keep a Mummy,"Comedy, Slice of Life, Supernatural",8-bit,12,2018-01,Tv,72.0,AniList
1636,Bleach the Movie: The DiamondDust Rebellion,"Action, Adventure, Drama, Supernatural",Studio Pierrot,1,2007-12,Movie,69.0,AniList
1637,Clockwork Planet,"Drama, Ecchi, Fantasy, Romance, Sci-Fi",Xebec,12,2017-04,Tv,58.0,AniList
1638,Yona of the Dawn OVA,"Action, Comedy, Fantasy, Romance",Studio Pierrot,3,2015-09,Ova,79.0,AniList
1639,I'm Giving the Disgraced Noble Lady I Rescued a Crash Course in Naughtiness,"Comedy, Fantasy, Romance, Slice of Life",Zero-G,12,2023-10,Tv,70.0,AniList
1640,She Professed Herself Pupil of the Wise Man,"Adventure, Fantasy",Funimation,12,2022-01,Tv,59.0,AniList
1641,Dragon Ball Z: Fusion Reborn,"Action, Adventure, Sci-Fi",Toei Animation,1,1995-03,Movie,73.0,AniList
1642,Hetalia Axis Powers,Comedy,Studio DEEN,52,2009-01,Ona,65.0,AniList
1643,Seven Senses of the Re'Union,"Action, Drama, Fantasy, Romance, Sci-Fi",Lerche,12,2018-07,Tv,56.0,AniList
1644,Genshiken,"Comedy, Slice of Life",Genco,12,2004-10,Tv,74.0,AniList
1645,Time of Eve,"Sci-Fi, Slice of Life",Studio Rikka,6,2008-08,Ona,77.0,AniList
1646,ORIENT,"Action, Adventure, Comedy, Fantasy",A.C.G.T.,12,2022-01,Tv,62.0,AniList
1647,Kaoru Hana wa Rin to Saku,"Comedy, Drama, Romance",Aniplex,0,2025-07,Tv,0.0,AniList
1648,To the Abandoned Sacred Beasts,"Action, Drama, Fantasy, Mystery, Supernatural",MAPPA,12,2019-07,Tv,61.0,AniList
1649,Natsume's Book of Friends Season 6,"Drama, Fantasy, Slice of Life, Supernatural",Shuka,11,2017-04,Tv,85.0,AniList
1650,Prince of Stride: Alternative,Sports,MADHOUSE,12,2016-01,Tv,65.0,AniList
1651,Yozakura Quartet,"Action, Comedy, Supernatural",Nomad,12,2008-10,Tv,65.0,AniList
1652,Dragon Ball Z: Broly - The Legendary Super Saiyan,"Action, Adventure, Sci-Fi",Toei Animation,1,1993-03,Movie,70.0,AniList
1653,Detroit Metal City,"Comedy, Music",Horipro,12,2008-08,Ova,76.0,AniList
1654,Tsuritama,"Comedy, Sci-Fi, Slice of Life, Sports",Aniplex,12,2012-04,Tv,73.0,AniList
1655,Natsume's Book of Friends Season 5,"Drama, Fantasy, Slice of Life, Supernatural",Shuka,11,2016-10,Tv,84.0,AniList
1656,Bleach the Movie: Fade to Black,"Action, Adventure, Drama, Supernatural",Studio Pierrot,1,2008-12,Movie,71.0,AniList
1657,Tales from Earthsea,"Adventure, Fantasy",Studio Ghibli,1,2006-07,Movie,64.0,AniList
1658,Fate/strange Fake -Whispers of Dawn-,"Action, Adventure, Fantasy, Mystery, Supernatural",A-1 Pictures,1,2023-07,Special,81.0,AniList
1659,Urara Meirocho,"Comedy, Fantasy, Slice of Life",J.C.STAFF,12,2017-01,Tv,68.0,AniList
1660,Baccano! Specials,"Action, Comedy, Mystery, Supernatural",Aniplex,3,2008-02,Special,78.0,AniList
1661,Berserk 2,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",Millepensee,12,2017-04,Tv,59.0,AniList
1662,Fate/stay night: Unlimited Blade Works 2nd Season - sunny day,"Action, Fantasy",ufotable,1,2015-10,Special,73.0,AniList
1663,TenPuru,"Comedy, Drama, Ecchi, Romance, Slice of Life",Gekkou,12,2023-07,Tv,65.0,AniList
1664,By the Grace of the Gods 2,"Adventure, Fantasy, Slice of Life",Maho Film,12,2023-01,Tv,67.0,AniList
1665,You and Me.,"Comedy, Drama, Romance, Slice of Life",J.C.STAFF,13,2011-10,Tv,73.0,AniList
1666,Ghost Hunt,"Comedy, Horror, Mystery, Supernatural",J.C.STAFF,25,2006-10,Tv,73.0,AniList
1667,Love Live! Sunshine!! Season 2,"Music, Slice of Life",Sunrise,13,2017-10,Tv,75.0,AniList
1668,Oreimo 2 (ONA),"Comedy, Romance, Slice of Life",Aniplex,3,2013-08,Ona,59.0,AniList
1669,Initial D Fifth Stage,"Action, Drama, Sports",Avex Entertainment,14,2012-11,Tv,79.0,AniList
1670,Harukana Receive,"Ecchi, Slice of Life, Sports",C2C,12,2018-07,Tv,64.0,AniList
1671,Fate/kaleid liner Prisma☆Illya 2wei! Herz!,"Action, Comedy, Ecchi, Fantasy, Mahou Shoujo",SILVER LINK.,10,2015-07,Tv,69.0,AniList
1672,Horizon in the Middle of Nowhere,"Action, Comedy, Drama, Fantasy, Romance, Sci-Fi",Sunrise,13,2011-10,Tv,66.0,AniList
1673,"Girlfriend, Girlfriend Season 2","Comedy, Ecchi, Romance, Slice of Life",SynergySP,12,2023-10,Tv,69.0,AniList
1674,Triage X,"Action, Drama, Ecchi",Xebec,10,2015-04,Tv,58.0,AniList
1675,Gintama - The Movie,"Action, Comedy, Sci-Fi",Sunrise,1,2010-04,Movie,83.0,AniList
1676,I've Been Killing Slimes For 300 Years And Maxed Out My Level Season 2,"Comedy, Fantasy, Slice of Life",Teddy,12,2025-04,Tv,68.0,AniList
1677,Hyperdimension Neptunia,"Action, Comedy, Ecchi, Mahou Shoujo, Sci-Fi, Supernatural",Frontier Works,12,2013-06,Tv,65.0,AniList
1678,Cop Craft,"Action, Fantasy, Sci-Fi",Millepensee,12,2019-07,Tv,64.0,AniList
1679,Maria†Holic,Comedy,Shaft,12,2009-01,Tv,66.0,AniList
1680,Ace Attorney,"Comedy, Drama, Mystery, Supernatural",A-1 Pictures,24,2016-04,Tv,60.0,AniList
1681,The Brilliant Healer's New Life in the Shadows,"Action, Comedy, Fantasy",Shouchiku,12,2025-04,Tv,63.0,AniList
1682,365 Days to the Wedding,"Romance, Slice of Life",Ashi Productions,12,2024-10,Tv,70.0,AniList
1683,Inari Kon Kon,"Comedy, Romance, Supernatural",Production IMS,10,2014-01,Tv,69.0,AniList
1684,She and Her Cat -Everything Flows-,"Drama, Slice of Life",LIDENFILMS,4,2016-03,Tv Short,74.0,AniList
1685,Digimon: Digital Monsters 02,"Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi",Toei Animation,50,2000-04,Tv,69.0,AniList
1686,Fullmetal Alchemist: The Sacred Star of Milos,"Action, Adventure, Comedy, Drama, Fantasy",bones,1,2011-07,Movie,69.0,AniList
1687,Strike Witches,"Action, Ecchi, Sci-Fi",GONZO,12,2008-07,Tv,66.0,AniList
1688,Pokémon the Series: XYZ,"Action, Adventure, Comedy, Fantasy",OLM,47,2015-10,Tv,76.0,AniList
1689,"My Sister, My Writer","Comedy, Ecchi, Romance",NAZ,10,2018-10,Tv,44.0,AniList
1690,Sword of the Demon Hunter: Kijin Gentosho,"Action, Adventure, Fantasy",Yokohama Animation Lab,0,2025-03,Tv,71.0,AniList
1691,"How clumsy you are, Miss Ueno.","Comedy, Ecchi, Romance, Slice of Life",Lesprit,12,2019-01,Tv Short,63.0,AniList
1692,HAIKYU!!: Lev Appears!,"Comedy, Drama, Sports",Production I.G,1,2014-11,Ova,75.0,AniList
1693,My Wife is the Student Council President+!,"Comedy, Ecchi",Seven,12,2016-10,Tv Short,62.0,AniList
1694,That Time I Got Reincarnated as a Slime: Visions of Coleus,"Action, Adventure, Comedy, Fantasy",8-bit,3,2023-11,Ova,76.0,AniList
1695,ONE PIECE FAN LETTER,"Action, Adventure, Fantasy",Toei Animation,1,2024-10,Special,90.0,AniList
1696,My One-Hit Kill Sister,"Comedy, Fantasy, Romance",Gekkou,12,2023-04,Tv,60.0,AniList
1697,BanG Dream!,"Comedy, Drama, Music, Slice of Life",Xebec,13,2017-01,Tv,68.0,AniList
1698,selector infected WIXOSS,"Drama, Psychological, Thriller",J.C.STAFF,12,2014-04,Tv,69.0,AniList
1699,Pokémon 4Ever,"Action, Adventure, Comedy, Drama, Fantasy",OLM,1,2001-07,Movie,66.0,AniList
1700,Penguin Highway,"Drama, Mystery, Sci-Fi, Slice of Life",Studio Colorido,1,2018-08,Movie,74.0,AniList
1701,Is the Order a Rabbit?? Season 2,Slice of Life,WHITE FOX,12,2015-10,Tv,76.0,AniList
1702,Ghost in the Shell 2: Innocence,"Action, Psychological, Sci-Fi",Production I.G,1,2004-03,Movie,75.0,AniList
1703,Raven of the Inner Palace,"Drama, Fantasy, Mystery, Supernatural",Bandai Namco Pictures,13,2022-10,Tv,73.0,AniList
1704,Skull-face Bookseller Honda-san,"Comedy, Slice of Life",DLE,12,2018-10,Tv Short,71.0,AniList
1705,Valvrave the Liberator,"Action, Mecha",Sunrise,12,2013-04,Tv,66.0,AniList
1706,Laid-Back Camp The Movie,"Comedy, Slice of Life",C-Station,1,2022-07,Movie,83.0,AniList
1707,Tenchi Muyo! War on Geminar,"Action, Comedy, Ecchi, Fantasy, Mecha",AIC,13,2009-03,Ova,73.0,AniList
1708,[Oshi no Ko] 3rd Season,"Drama, Mystery, Psychological, Supernatural",Shueisha,0,2026,Tv,0.0,AniList
1709,Angels of Death (ONA),"Adventure, Horror, Psychological, Thriller",J.C.STAFF,4,2018-10,Ona,70.0,AniList
1710,Junjo Romantica,"Comedy, Drama, Romance",Studio DEEN,12,2008-04,Tv,66.0,AniList
1711,11eyes,"Action, Ecchi, Supernatural",Marvelous Entertainment,12,2009-10,Tv,53.0,AniList
1712,Assassination Classroom the Movie: 365 Days‘ Time,"Action, Comedy, Supernatural",Lerche,1,2016-11,Movie,71.0,AniList
1713,Shugo Chara!,"Comedy, Mahou Shoujo, Romance",TV Tokyo,51,2007-10,Tv,71.0,AniList
1714,Beyond the Boundary: Daybreak,"Drama, Fantasy, Mystery, Supernatural",Kyoto Animation,1,2014-07,Ova,74.0,AniList
1715,The Great Passage,"Drama, Romance, Slice of Life",ZEXCS,11,2016-10,Tv,75.0,AniList
1716,Made in Abyss: Journey's Dawn,"Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi",Kinema Citrus,1,2019-01,Movie,80.0,AniList
1717,Digimon Tamers,"Action, Adventure, Drama, Fantasy, Sci-Fi",Toei Animation,51,2001-04,Tv,75.0,AniList
1718,Sagrada Reset,"Fantasy, Mystery, Romance, Sci-Fi, Supernatural",David Production,24,2017-04,Tv,68.0,AniList
1719,Dog Days,"Action, Adventure, Fantasy",Aniplex,13,2011-04,Tv,64.0,AniList
1720,"Love, Chunibyo & Other Delusions Lite",Comedy,Kyoto Animation,6,2012-09,Ona,70.0,AniList
1721,BUCCHIGIRI?!,"Action, Supernatural",MAPPA,12,2024-01,Tv,64.0,AniList
1722,Tying the Knot with an Amagami Sister,"Comedy, Drama, Ecchi, Romance, Supernatural",Drive,24,2024-10,Tv,73.0,AniList
1723,Vision of Escaflowne,"Adventure, Fantasy, Mecha, Romance",Sunrise,26,1996-04,Tv,73.0,AniList
1724,Mysteria Friends,"Fantasy, Romance, Slice of Life",CygamesPictures,10,2019-01,Tv Short,66.0,AniList
1725,Amagami SS+ plus,"Comedy, Romance, Slice of Life",AIC,13,2012-01,Tv,71.0,AniList
1726,Chio's School Road,"Comedy, Slice of Life",diomedéa,12,2018-07,Tv,71.0,AniList
1727,Burning Kabaddi,"Action, Drama, Sports",TMS Entertainment,12,2021-04,Tv,67.0,AniList
1728,The Twelve Kingdoms,"Action, Adventure, Fantasy, Supernatural",Studio Pierrot,45,2002-04,Tv,77.0,AniList
1729,Eromanga Sensei OVA,"Comedy, Drama, Ecchi, Romance",A-1 Pictures,2,2019-01,Ova,66.0,AniList
1730,Rozen Maiden,"Action, Comedy, Drama, Supernatural",Nomad,12,2004-10,Tv,70.0,AniList
1731,Saint Seiya: Knights of the Zodiac,"Action, Adventure, Fantasy, Sci-Fi",Toei Animation,114,1986-10,Tv,73.0,AniList
1732,"The Fruit of Evolution: Before I Knew It, My Life Had It Made Season 2","Action, Comedy, Fantasy, Romance",Hotline,12,2023-01,Tv,54.0,AniList
1733,We Were There,"Drama, Romance, Slice of Life",Artland,26,2006-07,Tv,67.0,AniList
1734,Wandering Son,"Drama, Romance, Slice of Life",Aniplex,11,2011-01,Tv,75.0,AniList
1735,Karakuri Circus,"Adventure, Mystery",Studio VOLN,36,2018-10,Tv,67.0,AniList
1736,Akiba's Trip the Animation,"Action, Comedy, Ecchi, Fantasy, Supernatural",GONZO,13,2017-01,Tv,61.0,AniList
1737,Kimi ni Todoke: From Me to You Season 3,"Comedy, Drama, Romance, Slice of Life",Production I.G,5,2024-08,Ona,84.0,AniList
1738,Hi Score Girl II,"Comedy, Drama, Romance",J.C.STAFF,9,2019-10,Tv,78.0,AniList
1739,Seraph of the End: Kyuuketsuki Shahal,"Action, Drama, Fantasy, Supernatural",WIT STUDIO,1,2016-05,Ova,71.0,AniList
